Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
60, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 597, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 683.9, Build City District
74, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1131, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Build City Building
74, 9, LOC_CITY_NAME_HATTUSA, , , BUILDING_WALLS, Build City Building, CONTRACT 1059
74, 10, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 841, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Unknown
74, 10, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 1015, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Unknown
74, 10, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_WATER_MILL, Default Specialization, , , Value 117.8
74, 21, LOC_CITY_NAME_ARMAGH, , CONTRACT 1134, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 157.0, Build City Building
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 911, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Unknown
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 914, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 999.0, Build City Building
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 916, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 376.0, Unknown
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 930, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 551.0, Settle City Op
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 931, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 574.0, Early City Assault
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 951, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 234.0, Unknown
75, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 988, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
75, 1, LOC_CITY_NAME_BEIJING, , , UNIT_WARRIOR, Early City Assault, CONTRACT 1006
75, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1018, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
75, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1048, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
75, 2, LOC_CITY_NAME_KYOTO, , , DISTRICT_ENCAMPMENT, Build City District, CONTRACT 901
75, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1136, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
75, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1136, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
75, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 795, CANCELLED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 11.0, Unknown
75, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 866, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 73.0, Unknown
75, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 906, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 69.0, Unknown
75, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 955, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
75, 3, LOC_CITY_NAME_PHILADELPHIA, , , UNIT_HEAVY_CHARIOT, Early City Assault, CONTRACT 1020
75, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1138, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 157.0, Build City Building
75, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1036, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
75, 5, LOC_CITY_NAME_RA_KEDET, , , BUILDING_SHRINE, Default Specialization, , , Value 926.4
75, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1140, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
75, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1140, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
75, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1140, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
75, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1140, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
75, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1141, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
75, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1141, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
75, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1141, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
75, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1142, SUBMITTED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
75, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1142, SUBMITTED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
75, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1143, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
75, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1143, SUBMITTED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
75, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 1144, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
75, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1144, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
75, 15, LOC_CITY_NAME_CARTHAGE, , CONTRACT 981, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 56.9, Unknown
75, 15, LOC_CITY_NAME_CARTHAGE, , , BUILDING_WATER_MILL, Default Specialization, , , Value 64.2
75, 22, LOC_CITY_NAME_KANDY, , CONTRACT 1147, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
75, 22, LOC_CITY_NAME_KANDY, , CONTRACT 1148, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 65.0, Build City Improvement
75, 23, LOC_CITY_NAME_KUMASI, , , UNIT_ARCHER, Generic Offense
76, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1149, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 574.0, Early City Assault
76, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1149, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 574.0, Early City Assault
76, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1150, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
76, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1150, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
76, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1151, SUBMITTED, UNIT_QUADRIREME, NO_BUILDING, NO_DISTRICT, VALUE 186.0, Build Trigger Unit
76, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1153, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 395.0, Build City Building
76, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 990, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Unknown
76, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1020, IN PROGRESS, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 293.0, Early City Assault
76, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1072, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 446.6, Build City Building
76, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1074, ACCEPTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 327.0, Build Trigger Building
76, 3, LOC_CITY_NAME_WASHINGTON, , , DISTRICT_THEATER, Build City District, CONTRACT 1110
76, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1154, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 136.0, Build City Improvement
76, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1154, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 136.0, Build City Improvement
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 881, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 164.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 882, FAILED, NO_UNIT, BUILDING_ORACLE, NO_DISTRICT, VALUE 61.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 940, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 975, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 976, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 995, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1011, FAILED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Unknown
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1012, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1036, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
76, 5, LOC_CITY_NAME_SHEDET, , , DISTRICT_HOLY_SITE, Build City District, CONTRACT 880
76, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1158, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 145.0, Build City Building
76, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1159, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 224.0, Build City District
76, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1162, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
76, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1162, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
76, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1162, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
76, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1023, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
76, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1056, COMPLETED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 188.0, Build Trigger Unit
76, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1101, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 60.0, Build City Improvement
76, 6, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_WARRIOR, Early City Assault, CONTRACT 1084
76, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1023, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
76, 6, LOC_CITY_NAME_MBUMBI, , , BUILDING_GRANARY, Default Specialization, , , Value 114.4
76, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1164, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 110.0, Build City District
76, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 967, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Build City Improvement
76, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 1002, FAILED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 67.0, Unknown
76, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 1062, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
76, 13, LOC_CITY_NAME_PRESLAV, , , BUILDING_WALLS, Build City Building, CONTRACT 1120
76, 21, LOC_CITY_NAME_ARMAGH, , CONTRACT 1166, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
76, 22, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 1148
76, 23, LOC_CITY_NAME_KUMASI, , CONTRACT 1168, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_THEATER, VALUE 165.0, Build City District
76, 24, LOC_CITY_NAME_GRANADA, , , UNIT_ARCHER, Generic Offense
76, 24, LOC_CITY_NAME_GRANADA, , CONTRACT 1169, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
77, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1171, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 233.0, Build City Building
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 725, CANCELLED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 745, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 65.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 793, FAILED, NO_UNIT, BUILDING_STONEHENGE, NO_DISTRICT, VALUE 459.7, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 807, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 137.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 827, COMPLETED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 759.4, Settle City Op
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 831, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 400.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 865, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 412.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 899, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 51.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 900, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 903, FAILED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 197.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 917, FAILED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 277.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 952, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 27.0, Simple Operation Attack
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 954, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 251.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 989, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 202.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1009, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1018, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1033, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1034, FAILED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 364.0, Unknown
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1048, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
77, 2, LOC_CITY_NAME_FUKUOKA, , , UNIT_ARCHER, Early City Assault, CONTRACT 1136
77, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1172, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
77, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1172, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
77, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1172, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 166.0, Build City Improvement
77, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1174, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 113.0, Build City Building
77, 5, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1176, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 97.0, Build City District
77, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1177, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 292.0, Build City District
77, 19, LOC_CITY_NAME_PALENQUE, , , UNIT_HORSEMAN, Build City Building, CONTRACT 1092
77, 20, LOC_CITY_NAME_STOCKHOLM, , CONTRACT 1063, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
77, 20, LOC_CITY_NAME_STOCKHOLM, , , PROJECT_ENHANCE_DISTRICT_CAMPUS, Default Specialization, , , Value 3.9
77, 25, LOC_CITY_NAME_BRUSSELS, , CONTRACT 1180, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 57.0, Build City Improvement
78, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1181, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 209.0, Build City Improvement
78, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1181, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 209.0, Build City Improvement
78, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1181, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 209.0, Build City Improvement
78, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1182, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 242.0, Build City Building
78, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1184, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
78, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1184, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
78, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1185, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 172.0, Build City Building
78, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1186, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 127.0, Build City Building
78, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1188, SUBMITTED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 88.0, Build City Building
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 853, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 236.0, Build City District
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 854, FAILED, NO_UNIT, BUILDING_MONUMENT, NO_DISTRICT, VALUE 69.6, Unknown
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 943, CANCELLED, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 74.0, Unknown
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 964, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 344.0, Unknown
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1088, IN PROGRESS, UNIT_AZTEC_EAGLE_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 610.0, Early City Assault
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1089, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 592.0, Unknown
78, 7, LOC_CITY_NAME_TEOTIHUACAN, , , UNIT_SETTLER, Settle City Op, CONTRACT 1058
78, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 1001, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
78, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 1103, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
78, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_ARCHER, Generic Offense
78, 25, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 1180
79, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
79, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1193, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 768, FAILED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 250.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 881, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 164.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 940, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 976, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 995, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1012, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1036, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
79, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1037, FAILED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 139.0, Unknown
79, 5, LOC_CITY_NAME_MEMPHIS, , , UNIT_SETTLER, Settle City Op, CONTRACT 1083
79, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1055, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 83.0, Unknown
79, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1084, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
79, 6, LOC_CITY_NAME_MBANZA_KONGO, , , BUILDING_GRANARY, Default Specialization, , , Value 159.5
79, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1197, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
79, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1199, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 76.0, Build City Improvement
79, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1199, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 76.0, Build City Improvement
79, 9, LOC_CITY_NAME_HATTUSA, , CONTRACT 1203, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 65.0, Build City Improvement
79, 10, LOC_CITY_NAME_ZANZIBAR, Canceling current build, OLD VALUE 165.9
79, 10, LOC_CITY_NAME_ZANZIBAR, , , UNIT_ARCHER, Generic Offense
79, 23, LOC_CITY_NAME_KUMASI, , , DISTRICT_THEATER, Build City District, CONTRACT 1168
80, 1, PURCHASE, , , UNIT_WARRIOR, Early City Assault, CONTRACT 1149
80, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1006, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
80, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1029, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Unknown
80, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1031, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Unknown
80, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1149, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 574.0, Early City Assault
