Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
60, 1, City Defense, Started
60, 1, Operation Settle New City running
60, Settle New City, 1, , Battle line, 22:22, 1 endangered
84, 63, Operation Barbarian Attack running
84, 63, Barbarian Attack, ,0, Not Ready, 
84, 63, Operation Barbarian Attack running
84, 63, Barbarian Attack, ,0, Not Ready, 
84, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 48:32, 48:32, 48:32
84, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:34, 47:32, 48:34
84, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:33, 47:32, 48:33
84, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 8:44, 8:44, 8:44
84, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 7:45, 7:45, 7:45
85, 1, Operation Attack Enemy City running
85, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
85, 1, Operation Settle New City running
85, 1, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; 
85, 1, Operation Naval Superiority running
85, Naval Superiority, 1, , Battle line, 3:44, 0 endangered
85, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
85, 1, Operation Attack Enemy City running
85, 1, Attack Enemy City, ,0, Not Ready, 
85, 1, Operation Attack Barb Camp running
85, 1, Attack Barb Camp, ,0, Not Ready, 
85, 1, Settle New City, No recruits to reach minimum, , , 
85, 1, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
85, 1, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
85, 1, Settle New City, Operation Move, UNIT_WARRIOR, 10:25, 13:18, 11:25
85, 1, Settle New City, Operation Move, UNIT_SETTLER, 21:18, 13:18, 20:16
85, 1, Attack Enemy City, No recruits to reach minimum, , , 
85, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 212.0, 
85, 1, Attack Enemy City, Operation Recruit, 11 units, Recruited 0, Contract for: UNIT_WARRIOR
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:19, 19:19, 19:19
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:18, 20:18, 20:18
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:20, 20:20, 20:20
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:20, 19:20, 19:20
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:19, 20:19, 20:19
85, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 18:21, 18:21, 18:21
85, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:20, 21:20, 21:20
85, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:19, 21:19, 21:19
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 18:20, 19:20, 18:20
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 23:20, 20:20, 22:20
85, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 14:23, 19:20, 15:22
85, 1, Attack Barb Camp, No recruits to reach minimum, , , 
85, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
85, 1, Attack Enemy City, No recruits to reach minimum, , , 
85, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
85, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
85, 2, Operation Settle New City running
85, 2, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; 
85, 2, Operation Barb Camp Tech Boost running
85, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
85, 2, Operation Attack Enemy City running
85, 2, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; 
85, 2, Settle New City, No recruits to reach minimum, , , 
85, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
85, 2, Settle New City, No recruits to reach minimum, , , 
85, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
85, 2, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
85, 2, Settle New City, Operation Move, UNIT_ARCHER, 77:31, 77:31, 77:31
85, 2, Settle New City, Operation Move, UNIT_SETTLER, 72:27, 79:32, 74:28
85, 2, Barb Camp Tech Boost, No recruits to reach minimum, , , 
85, 2, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 20.0, 
85, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
85, 2, Barb Camp Tech Boost, Attack Target Move, UNIT_WARRIOR, At 76:20, Move 75:21, Arrive 75:21
85, 2, Barb Camp Tech Boost, Attack Target Move, UNIT_ARCHER, At 75:19, Move 76:20, Arrive 76:20
85, 2, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_ARCHER, At 76:20
85, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:17, 68:20, 68:19
85, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 66:17, 68:20, 67:18
85, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 69:17, 67:19, 69:18
85, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 67:17, 67:19, 68:18
85, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:16, 68:20, 68:17
85, 2, Attack Enemy City, Operation complete
85, 3, Operation Settle New City running
85, 3, Settle New City, ,0, Not Ready, 
85, 3, Operation Attack Enemy City running
85, 3, Attack Enemy City, ,0, Ready, UNIT_HEAVY_CHARIOT; UNIT_HEAVY_CHARIOT; UNIT_ARCHER; UNIT_ARCHER; 
85, 3, Attack Barb Camp, Started
85, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
85, 3, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
85, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 10:20, 10:20, 10:20
85, 3, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 9:20, 9:20, 9:20
85, 3, Attack Enemy City, Operation Move, UNIT_ARCHER, 9:17, 9:18, 9:18
85, 3, Attack Enemy City, Operation Move, UNIT_ARCHER, 9:16, 10:18, 9:17
85, 4, City Defense, Started
85, 4, Operation City Defense running
85, City Defense, 4, , Battle line, 1073741831:43, 0 endangered
85, 4, City Defense, ,0, Not Ready, UNIT_SCOUT; 
85, 4, Operation Settle New City running
85, 4, Settle New City, ,0, Not Ready, 
85, 4, Operation City Defense running
85, 4, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
85, 4, Operation Naval Superiority running
85, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
85, 4, Operation Attack Barb Camp running
85, 4, Attack Barb Camp, ,0, Not Ready, 
85, 4, Operation Attack Enemy City running
85, 4, Attack Enemy City, ,0, Not Ready, 
85, 4, Operation City Defense running
85, 4, City Defense, ,0, Ready, 
85, 4, City Defense, No recruits to reach minimum, , , 
85, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
85, 4, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
85, 4, City Defense, No recruits to reach minimum, , , 
85, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
85, 4, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
85, 4, City Defense, No recruits to reach minimum, , , 
85, 4, City Defense, No recruits to match strength, , Enemy Str: 67.0, 
85, 4, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 4, City Defense, Operation complete
85, 4, Attack Enemy City, No recruits to reach minimum, , , 
85, 4, Attack Enemy City, No recruits to reach minimum, , , 
85, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
85, 4, Attack Barb Camp, No recruits to reach minimum, , , 
85, 4, Attack Barb Camp, No recruits to reach minimum, , , 
85, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
85, 4, Naval Superiority, No recruits to reach minimum, , , 
85, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
85, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
85, 5, Operation Settle New City running
85, 5, Settle New City, ,0, Not Ready, 
85, 5, Operation Attack Barb Camp running
85, Attack Barb Camp, 5, , Battle line, 56:45, 0 endangered
85, 5, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
85, 5, Operation Attack Enemy City running
85, Attack Enemy City, 5, , Battle line, 57:44, 0 endangered
85, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
85, 5, Operation Naval Superiority running
85, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
85, Attack Barb Camp, 5, , Battle line, 56:45, 0 endangered
85, 5, Attack Barb Camp, No recruits to reach minimum, , , 
85, 5, Attack Barb Camp, No recruits to match strength, , Enemy Str: 43.5, 
85, Attack Barb Camp, 5, , Battle line, 56:45, 0 endangered
85, 5, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
85, 5, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
85, 5, Attack Barb Camp, Attack Target Move Direct, UNIT_ARCHER, At 55:42, Move -9999:-9999, Arrive 55:44
85, 5, Attack Enemy City, No recruits to reach minimum, , , 
85, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 202.5, 
85, 5, Attack Enemy City, No recruits to reach minimum, , , 
85, 5, Attack Enemy City, No recruits to match strength, , Enemy Str: 202.5, 
85, 5, Attack Enemy City, Operation Recruit, 5 units, Recruited 0, Contract for: UNIT_EGYPTIAN_CHARIOT_ARCHER
85, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:43, 59:43, 59:43
85, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:42, 59:42, 59:42
85, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 58:43, 58:43, 58:43
85, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 59:44, 59:44, 59:44
85, 5, Attack Enemy City, Operation Move, UNIT_WARRIOR, 57:42, 58:43, 57:42
85, 5, Naval Superiority, No recruits to reach minimum, , , 
85, 5, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
85, 5, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
85, 6, Operation Settle New City running
85, 6, Settle New City, ,0, Not Ready, 
85, 6, Operation Attack Barb Camp running
85, 6, Attack Barb Camp, ,0, Not Ready, UNIT_SPEARMAN; 
85, 6, Operation Attack Enemy City running
85, 6, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
85, 6, Naval Superiority, Started
85, 6, Attack Barb Camp, No recruits to reach minimum, , , 
85, 6, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 6, Attack Barb Camp, Operation Move, UNIT_SPEARMAN, 58:19, 58:24, 58:20
85, 6, Attack Enemy City, Operation complete
85, 6, Naval Superiority, No recruits to reach minimum, , , 
85, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
85, 6, Naval Superiority, Operation complete
85, 7, Operation Attack Barb Camp running
85, 7, Attack Barb Camp, ,0, Not Ready, 
85, 7, Operation City Defense running
85, City Defense, 7, , Battle line, 21:39, 0 endangered
85, 7, City Defense, ,0, Not Ready, UNIT_SCOUT; 
85, 7, Operation Attack Enemy City running
85, Attack Enemy City, 7, , Battle line, 20:39, 0 endangered
85, 7, Attack Enemy City, ,0, Not Ready, UNIT_AZTEC_EAGLE_WARRIOR; UNIT_AZTEC_EAGLE_WARRIOR; 
85, 7, Operation Settle New City running
85, 7, Settle New City, ,0, Not Ready, 
85, 7, Naval Superiority, Started
85, 7, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
85, 7, Attack Enemy City, No recruits to reach minimum, , , 
85, 7, Attack Enemy City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
85, 7, Attack Enemy City, Operation Attack Units, UNIT_AZTEC_EAGLE_WARRIOR, At 21:41, Move 21:41, Attack 21:40
85, 7, Attack Enemy City, Operation Move, UNIT_AZTEC_EAGLE_WARRIOR, 18:39, 18:39, 18:39
85, 7, Attack Barb Camp, No recruits to reach minimum, , , 
85, 7, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
85, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AZTEC_EAGLE_WARRIOR
85, 7, Naval Superiority, Operation complete
85, 8, Operation City Defense running
85, 8, City Defense, ,0, Ready, UNIT_WARRIOR; 
85, 8, City Defense, No recruits to reach minimum, , , 
85, 8, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 8, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 10, Operation City Defense running
85, 10, City Defense, ,0, Ready, UNIT_ARCHER; 
85, 10, City Defense, No recruits to reach minimum, , , 
85, 10, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 10, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 11, City Defense, Started
85, 11, Operation City Defense running
85, 11, City Defense, ,0, Ready, 
85, 11, City Defense, No recruits to reach minimum, , , 
85, 11, City Defense, Recruiting strength, , Enemy Str: 20.0, UNIT_WARRIOR
85, 11, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
85, 13, City Defense, Started
85, 13, Operation City Defense running
85, 13, City Defense, ,0, Ready, 
85, 13, City Defense, No recruits to reach minimum, , , 
85, 13, City Defense, Recruiting strength, , Enemy Str: 20.0, UNIT_ARCHER
85, 13, City Defense, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_ARCHER
85, 20, Operation City Defense running
85, 20, City Defense, ,0, Ready, UNIT_ARCHER; 
85, 20, City Defense, No recruits to reach minimum, , , 
85, 20, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 20, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 21, Operation City Defense running
85, 21, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
85, 21, City Defense, No recruits to reach minimum, , , 
85, 21, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 21, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
85, 22, Operation City Defense running
85, City Defense, 22, , Battle line, 13:41, 0 endangered
85, 22, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
85, 22, Operation Attack Barb Camp running
85, Attack Barb Camp, 22, , Battle line, 15:40, 1 endangered
85, 22, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; 
85, 22, City Defense, No recruits to reach minimum, , , 
85, 22, City Defense, No recruits to match strength, , Enemy Str: 81.0, 
85, 22, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
85, 22, Attack Barb Camp, No recruits to reach minimum, , , 
85, 22, Attack Barb Camp, No recruits to match strength, , Enemy Str: 71.0, 
85, 22, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
85, 22, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Move 19 40
85, 22, Attack Barb Camp, Operation Attack Units, UNIT_ARCHER, At 13:41, Move 13:41, Attack 14:40
85, 22, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 13:40, Move 13:40, Attack 14:40
85, 24, Operation City Defense running
85, 24, City Defense, ,0, Ready, UNIT_ARCHER; 
85, 24, City Defense, No recruits to reach minimum, , , 
85, 24, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 24, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 25, Operation City Defense running
85, 25, City Defense, ,0, Ready, UNIT_ARCHER; 
85, 25, City Defense, No recruits to reach minimum, , , 
85, 25, City Defense, No recruits to match strength, , Enemy Str: 20.0, 
85, 25, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
85, 63, Operation Barbarian Attack running
85, Barbarian Attack, 63, , Battle line, 48:33, 0 endangered
85, 63, Barbarian Attack, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_ARCHER; 
85, 63, Operation Barbarian City Assault running
85, 63, Barbarian City Assault, ,0, Not Ready, 
85, 63, Operation Barbarian Attack running
85, 63, Barbarian Attack, ,0, Not Ready, 
85, 63, Operation Barbarian Attack running
85, 63, Barbarian Attack, ,0, Not Ready, 
85, 63, Operation Barbarian Attack running
85, Barbarian Attack, 63, , Battle line, 715827889:43, 0 endangered
85, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_ARCHER; 
85, 63, Operation Barbarian Attack running
85, 63, Barbarian Attack, ,0, Not Ready, 
85, 63, Operation Barbarian Attack running
85, 63, Barbarian Attack, ,0, Not Ready, 
85, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 48:32, 48:32, 48:32
85, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:34, 47:32, 48:34
85, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 48:33, 47:32, 48:33
85, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 8:44, 8:44, 8:44
85, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 7:45, 7:45, 7:45
86, 1, Operation Attack Enemy City running
86, 1, Attack Enemy City, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; UNIT_WARRIOR; UNIT_ARCHER; UNIT_ARCHER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
86, 1, Operation Settle New City running
86, 1, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; 
86, 1, Operation Naval Superiority running
86, Naval Superiority, 1, , Battle line, 3:45, 0 endangered
86, 1, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
86, 1, Operation Attack Enemy City running
86, 1, Attack Enemy City, ,0, Not Ready, 
86, 1, Operation Attack Barb Camp running
86, 1, Attack Barb Camp, ,0, Not Ready, 
86, 1, Settle New City, No recruits to reach minimum, , , 
86, 1, Settle New City, No recruits to match strength, , Enemy Str: 25.0, 
86, 1, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
86, 1, Settle New City, Operation Move, UNIT_WARRIOR, 11:25, 13:18, 12:24
86, 1, Settle New City, Operation Move, UNIT_SETTLER, 20:16, 12:17, 18:16
86, 1, Attack Enemy City, No recruits to reach minimum, , , 
86, 1, Attack Enemy City, No recruits to match strength, , Enemy Str: 237.0, 
86, 1, Attack Enemy City, Operation Recruit, 11 units, Recruited 0, Contract for: UNIT_WARRIOR
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:19, 19:19, 19:19
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:18, 20:18, 20:18
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:20, 20:20, 20:20
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 19:20, 19:20, 19:20
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 20:19, 20:19, 20:19
86, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 18:21, 18:21, 18:21
86, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:20, 21:20, 21:20
86, 1, Attack Enemy City, Operation Move, UNIT_ARCHER, 21:19, 21:19, 21:19
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 18:20, 19:20, 18:20
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 22:20, 20:20, 20:21
86, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 15:22, 19:20, 15:21
86, 1, Attack Barb Camp, No recruits to reach minimum, , , 
86, 1, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
86, 1, Attack Enemy City, No recruits to reach minimum, , , 
86, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR
86, 1, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_GALLEY
86, 2, Operation Settle New City running
86, 2, Settle New City, ,0, Ready, UNIT_ARCHER; UNIT_SETTLER; 
86, 2, Operation Barb Camp Tech Boost running
86, 2, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
86, 2, Attack Enemy City, Started
86, 2, Settle New City, No recruits to reach minimum, , , 
86, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
86, 2, Settle New City, No recruits to reach minimum, , , 
86, 2, Settle New City, No recruits to match strength, , Enemy Str: 20.0, 
86, 2, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
86, 2, Settle New City, Operation Move, UNIT_ARCHER, 77:31, 77:31, 77:31
86, 2, Settle New City, Operation Move, UNIT_SETTLER, 74:28, 79:32, 75:29
86, 2, Barb Camp Tech Boost, Operation Change Target INVALID, Changing to backup
86, 2, Barb Camp Tech Boost, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_ARCHER
86, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 75:21, Move -9999:-9999, Arrive 75:22
86, 2, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_ARCHER, At 76:20, Move -9999:-9999, Arrive 75:21
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_ARCHER
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_ARCHER
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_ARCHER
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_ARCHER
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_WARRIOR
86, 2, Attack Enemy City, Recruiting strength, , Enemy Str: 143.0, UNIT_WARRIOR
86, 2, Attack Enemy City, No recruits to reach minimum, , , 
86, 2, Attack Enemy City, No recruits to match strength, , Enemy Str: 143.0, 
86, 2, Attack Enemy City, Operation Recruit, 5 units, Recruited 5, Contract for: UNIT_ARCHER
86, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:19, 67:19, 67:19
86, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 67:18, 67:18, 67:18
86, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 68:18, 67:17, 67:17
86, 2, Attack Enemy City, Operation Move, UNIT_ARCHER, 69:19, 69:19, 69:19
86, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 69:18, 68:19, 68:19
86, 3, Operation Settle New City running
86, 3, Settle New City, ,0, Not Ready, 
86, 3, Operation Attack Barb Camp running
86, 3, Attack Barb Camp, ,0, Not Ready, 
86, 3, Operation Attack Enemy City running
86, 3, Attack Enemy City, ,0, Ready, UNIT_HEAVY_CHARIOT; UNIT_HEAVY_CHARIOT; UNIT_ARCHER; UNIT_ARCHER; 
86, 3, Naval Superiority, Started
86, 3, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
86, 3, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_HEAVY_CHARIOT
86, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_GALLEY
86, 3, Naval Superiority, Operation complete
86, 4, City Defense, Started
86, 4, Operation City Defense running
86, City Defense, 4, , Battle line, 1073741831:43, 0 endangered
86, 4, City Defense, ,0, Not Ready, UNIT_SCOUT; 
86, 4, Operation Settle New City running
86, 4, Settle New City, ,0, Not Ready, 
86, 4, Operation City Defense running
86, 4, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
86, 4, Operation Naval Superiority running
86, 4, Naval Superiority, ,0, Ready, UNIT_GALLEY; UNIT_GALLEY; 
86, 4, Operation Attack Barb Camp running
86, 4, Attack Barb Camp, ,0, Not Ready, 
86, 4, Operation Attack Enemy City running
86, 4, Attack Enemy City, ,0, Not Ready, 
86, 4, Operation City Defense running
86, 4, City Defense, ,0, Ready, 
86, 4, City Defense, No recruits to reach minimum, , , 
86, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
86, 4, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
86, 4, City Defense, No recruits to reach minimum, , , 
86, 4, City Defense, No recruits to match strength, , Enemy Str: 25.0, 
86, 4, City Defense, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_ARCHER
86, 4, City Defense, No recruits to reach minimum, , , 
86, 4, City Defense, No recruits to match strength, , Enemy Str: 67.0, 
86, 4, City Defense, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_ARCHER
86, 4, City Defense, Operation complete
86, 4, Attack Enemy City, No recruits to reach minimum, , , 
86, 4, Attack Enemy City, No recruits to reach minimum, , , 
86, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
86, 4, Attack Barb Camp, No recruits to reach minimum, , , 
86, 4, Attack Barb Camp, No recruits to reach minimum, , , 
86, 4, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARCHER
86, 4, Naval Superiority, No recruits to reach minimum, , , 
86, 4, Naval Superiority, No recruits to match strength, , Enemy Str: 75.0, 
86, 4, Naval Superiority, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_GALLEY
86, 5, Operation Settle New City running
86, 5, Settle New City, ,0, Not Ready, 
86, 5, Operation Attack Barb Camp running
86, Attack Barb Camp, 5, , Battle line, 56:46, 0 endangered
86, 5, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_ARCHER; 
86, 5, Operation Attack Enemy City running
86, 5, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
86, 5, Operation Naval Superiority running
86, 5, Naval Superiority, ,0, Ready, UNIT_GALLEY; 
